"TPR","TNR","FDR","F1","MCC","alpha_bias","fp_bias","MSE_theta","exact_match","method","rep","scenario"
1,0.704545454545455,0.684210526315789,0.48,0.471686377031934,0.156861961577959,0.00669073823920511,0.0109912216750142,0,"lasso",13,"S01_base"
1,0.704545454545455,0.684210526315789,0.48,0.471686377031934,0.196851422983055,0.00737056380627099,0.0134948564829854,0,"enet",13,"S01_base"
1,0.931818181818182,0.333333333333333,0.8,0.788170109311512,0.0401672957792162,0.00106808265856437,0.00596942398500115,0,"scad_pool",13,"S01_base"
1,0.954545454545455,0.25,0.857142857142857,0.846114112226649,0.0401129410489253,0.000398611268762438,0.00597895963599544,0,"mcp_pool",13,"S01_base"
1,0.954545454545455,0.25,0.857142857142857,0.846114112226649,0.0343068379447286,0.00122826540644337,0.0513437426472456,0,"scad",14,"S01_base"
1,0.977272727272727,0.142857142857143,0.923076923076923,0.915238951128249,0.0343925230932597,0.00121465546582066,0.0489124685104671,0,"mcp",14,"S01_base"
1,0.772727272727273,0.625,0.545454545454545,0.538305421923955,0.166123710204385,0.00472174372236823,0.0118059554089133,0,"lasso",14,"S01_base"
1,0.727272727272727,0.666666666666667,0.5,0.492365963917331,0.209404430697586,0.00494467464444618,0.0143751432996658,0,"enet",14,"S01_base"
1,0.954545454545455,0.25,0.857142857142857,0.846114112226649,0.0343068379447286,0.00122826540644337,0.00681925059708977,0,"scad_pool",14,"S01_base"
1,0.977272727272727,0.142857142857143,0.923076923076923,0.915238951128249,0.0343925230932597,0.00121465546582066,0.00683111538928107,0,"mcp_pool",14,"S01_base"
0.833333333333333,0.818181818181818,0.615384615384615,0.526315789473684,0.482674044230921,0.265848000577105,0.00537702042847403,0.021329756070991,0,"scad",15,"S01_base"
0.833333333333333,0.954545454545455,0.285714285714286,0.769230769230769,0.737867061374713,0.280098525767149,0.0018513899507304,0.0210628552461113,0,"mcp",15,"S01_base"
0.833333333333333,0.818181818181818,0.615384615384615,0.526315789473684,0.482674044230921,0.37409583533138,0.00376416923475514,0.0103816632856972,0,"lasso",15,"S01_base"
0.833333333333333,0.727272727272727,0.705882352941177,0.434782608695652,0.38457258486502,0.37097051025555,0.00574168260674568,0.0103425705848838,0,"enet",15,"S01_base"
0.833333333333333,0.818181818181818,0.615384615384615,0.526315789473684,0.482674044230921,0.265848000577105,0.00537702042847403,0.00658532110708961,0,"scad_pool",15,"S01_base"
0.833333333333333,0.977272727272727,0.166666666666667,0.833333333333333,0.810606060606061,0.284331734271958,0.00157215015305885,0.00691727636387619,0,"mcp_pool",15,"S01_base"
1,0.977272727272727,0.142857142857143,0.923076923076923,0.915238951128249,0.147505985563779,8.43477758157084e-05,0.0428651747848741,0,"scad",16,"S01_base"
